DateTime,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020-01-01T00:00:00,0.0,16.729116,0.091125004,4.5782833
2020-01-01T01:00:00,0.0,18.956163,0.061236,2.8752978
2020-01-01T02:00:00,0.0,20.959993,0.96786904,9.107713
2020-01-01T03:00:00,0.0,29.90035,1.7502074,4.237205
2020-01-01T04:00:00,0.0,25.077599,2.696231,18.61628
2020-01-01T05:00:00,0.0,17.04837,0.0,14.328106
2020-01-01T06:00:00,0.0,7.9725146,0.0,14.117534
2020-01-01T07:00:00,0.0,1.9941553,0.032318998,14.222717
2020-01-01T08:00:00,0.0,0.0968598,0.0431082,7.1727533
2020-01-01T09:00:00,0.0,1.1117493,1.1442628,1.9520711
2020-01-01T10:00:00,0.0,2.7798471,4.308536,1.3564746
2020-01-01T11:00:00,0.0,5.7509837,13.188485,7.298918
2020-01-01T12:00:00,0.0,6.7007256,28.869127,17.609142
2020-01-01T13:00:00,0.47737348,5.3467774,61.789463,31.963703
2020-01-01T14:00:00,0.6779178,3.969356,97.684616,35.649345
2020-01-01T15:00:00,0.50745624,12.717309,215.72215,51.611023
2020-01-01T16:00:00,3.0719573,27.918808,215.40855,43.893368
2020-01-01T17:00:00,10.782088,20.708172,152.1745,50.68316
2020-01-01T18:00:00,8.611017,29.839163,235.55064,67.297005
2020-01-01T19:00:00,20.743904,53.768982,264.21332,84.23678
2020-01-01T20:00:00,46.956703,84.05886,318.81833,77.60514
2020-01-01T21:00:00,61.347176,151.71242,369.3935,77.53837
2020-01-01T22:00:00,76.183136,185.97577,528.7402,76.677216
2020-01-01T23:00:00,90.4763,246.49945,533.1729,83.57106
2020-01-02T00:00:00,117.77848,306.27487,512.7155,113.75902
2020-01-02T01:00:00,130.6909,395.40897,581.86163,117.33468
2020-01-02T02:00:00,130.8006,426.29575,499.00583,123.28869
2020-01-02T03:00:00,130.8006,414.8557,435.61157,131.0354
2020-01-02T04:00:00,110.047966,393.87518,324.97064,143.25381
2020-01-02T05:00:00,35.508053,366.8807,260.08633,171.18018
2020-01-02T06:00:00,21.676912,379.34973,241.67084,149.28947
2020-01-02T07:00:00,31.99773,411.7015,235.40585,121.987785
2020-01-02T08:00:00,35.798164,372.45004,223.63791,159.65352
2020-01-02T09:00:00,44.123093,397.55502,252.69554,177.14407
2020-01-02T10:00:00,37.48395,358.49826,191.6919,172.54335
2020-01-02T11:00:00,30.674936,355.5107,350.0755,149.96683
2020-01-02T12:00:00,24.746765,306.30685,302.693,128.10556
2020-01-02T13:00:00,29.268744,322.04886,247.05556,127.958466
2020-01-02T14:00:00,36.569996,293.54062,261.18747,126.88042
2020-01-02T15:00:00,35.87769,298.2637,284.2422,127.05601
2020-01-02T16:00:00,29.228647,305.5546,237.0689,127.309105
2020-01-02T17:00:00,15.45495,289.9198,213.64537,121.50513
2020-01-02T18:00:00,4.121812,266.5714,139.92487,120.88978
2020-01-02T19:00:00,5.93653,237.43105,85.62834,119.2782
2020-01-02T20:00:00,11.905168,228.29817,59.538036,119.70539
2020-01-02T21:00:00,7.70021,197.01823,75.53139,114.177895
2020-01-02T22:00:00,10.423574,157.1986,66.23881,111.15992
2020-01-02T23:00:00,4.926057,129.31425,59.70189,104.82267
2020-01-03T00:00:00,5.3554606,156.25047,58.425346,103.94147
2020-01-03T01:00:00,5.917245,179.25175,57.645103,117.10624
2020-01-03T02:00:00,9.886562,208.88431,80.022896,117.10035
2020-01-03T03:00:00,16.148706,227.32426,91.402756,114.902245
2020-01-03T04:00:00,26.570257,257.73505,62.036953,111.142525
2020-01-03T05:00:00,85.97542,280.40796,77.92067,104.32219
2020-01-03T06:00:00,57.956924,257.02072,67.44141,119.26161
2020-01-03T07:00:00,31.734793,259.0126,54.056442,118.399155
2020-01-03T08:00:00,45.34899,245.18427,58.504562,115.71193
2020-01-03T09:00:00,31.588915,229.03378,48.52209,116.45195
2020-01-03T10:00:00,20.589771,182.6664,52.7826,121.29829
2020-01-03T11:00:00,12.64647,165.51482,57.886322,121.162415
2020-01-03T12:00:00,10.716038,141.26514,63.221283,122.88464
2020-01-03T13:00:00,15.597844,138.992,72.24327,141.95714
2020-01-03T14:00:00,47.339447,125.975494,98.107735,124.64947
2020-01-03T15:00:00,36.10296,140.24051,103.517654,108.1003
2020-01-03T16:00:00,29.21532,101.718475,161.41043,107.450066
2020-01-03T17:00:00,17.498817,85.082054,90.86927,110.75951
2020-01-03T18:00:00,19.229261,70.92869,58.00222,133.58499
2020-01-03T19:00:00,12.817199,73.85841,53.826794,98.487915
2020-01-03T20:00:00,18.966297,78.17697,50.2838,122.44888
2020-01-03T21:00:00,22.898815,56.215427,67.362564,191.70836
2020-01-03T22:00:00,19.705027,46.660076,57.31353,161.6375
2020-01-03T23:00:00,18.876144,38.73765,57.181793,145.4555
2020-01-04T00:00:00,15.849052,48.308544,61.792072,142.6815
2020-01-04T01:00:00,13.94262,49.54147,99.68168,220.93437
2020-01-04T02:00:00,10.569704,46.738625,181.69577,237.46193
2020-01-04T03:00:00,7.278245,43.06079,234.44914,156.8746
2020-01-04T04:00:00,7.0862136,21.477558,114.85872,165.08638
2020-01-04T05:00:00,5.3284693,18.86849,44.280567,162.13812
2020-01-04T06:00:00,0.51836765,15.341828,34.04834,187.70712
2020-01-04T07:00:00,0.0,13.690838,29.210453,208.45634
2020-01-04T08:00:00,0.0,5.9366837,31.771835,116.84572
2020-01-04T09:00:00,0.0,4.977806,34.647617,93.740875
2020-01-04T10:00:00,0.0,5.2095323,26.199514,108.669266
2020-01-04T11:00:00,0.0,6.1581545,23.303602,94.41928
2020-01-04T12:00:00,0.0,5.5344462,31.970953,85.1619
2020-01-04T13:00:00,0.0,4.993796,40.461803,93.02216
2020-01-04T14:00:00,0.0,1.616436,27.544922,82.20354
2020-01-04T15:00:00,0.0,1.9211823,24.3242,83.136635
2020-01-04T16:00:00,0.0,1.0213532,24.180397,69.032875
2020-01-04T17:00:00,0.0,0.026243998,24.607903,47.41913
2020-01-04T18:00:00,0.0,0.0,19.82999,36.545433
2020-01-04T19:00:00,0.0,0.0,15.775768,29.383316
2020-01-04T20:00:00,0.0,0.029160002,14.437081,25.057234
2020-01-04T21:00:00,0.0,0.073094405,10.186827,19.421286
2020-01-04T22:00:00,0.0,0.1437102,10.40356,18.52316
2020-01-04T23:00:00,0.0,0.10857239,9.752465,20.31147
2020-01-05T00:00:00,0.0,0.081477895,6.947832,22.795591
2020-01-05T01:00:00,0.0,0.97255886,6.000909,26.815952
2020-01-05T02:00:00,0.0,1.1420757,7.7240887,33.078083
2020-01-05T03:00:00,0.0,0.38160717,9.654562,30.995913
2020-01-05T04:00:00,0.0,0.1255338,9.015792,37.693283
2020-01-05T05:00:00,0.0,0.1328967,8.339669,43.174007
2020-01-05T06:00:00,0.0,0.0489888,6.7043905,41.49206
2020-01-05T07:00:00,0.0,0.0366687,3.6614995,26.532375
2020-01-05T08:00:00,0.0,0.0,2.2592924,19.532274
2020-01-05T09:00:00,0.0,0.0,4.2779417,16.82365
2020-01-05T10:00:00,0.0,0.0293787,4.993553,12.044138
2020-01-05T11:00:00,0.0,0.1839267,6.910482,8.911193
2020-01-05T12:00:00,0.0,0.1982394,12.680079,8.99452
2020-01-05T13:00:00,0.0,0.014725801,17.793188,10.1861315
2020-01-05T14:00:00,0.0,0.0295245,20.49195,15.118414
2020-01-05T15:00:00,0.0,0.028746901,23.979193,21.384012
2020-01-05T16:00:00,0.0,0.013340701,28.435152,26.354326
2020-01-05T17:00:00,0.0,0.064249195,25.772993,24.00519
2020-01-05T18:00:00,0.0,0.3061314,20.000334,24.825727
2020-01-05T19:00:00,0.0,0.38148567,18.862488,18.852182
2020-01-05T20:00:00,0.0,0.4912488,19.620111,14.026177
2020-01-05T21:00:00,0.0,2.0259638,18.862438,12.531875
2020-01-05T22:00:00,0.0,3.1714413,18.53592,10.605663
2020-01-05T23:00:00,0.0,4.5274787,16.185062,10.404532
2020-01-06T00:00:00,0.0,9.257376,20.188221,12.941208
2020-01-06T01:00:00,0.0,17.378195,23.475206,16.203117
2020-01-06T02:00:00,0.0,22.594069,25.706337,15.248638
2020-01-06T03:00:00,0.0,30.227978,26.182034,10.308594
2020-01-06T04:00:00,0.0,39.404297,25.977915,8.865539
2020-01-06T05:00:00,0.0,58.255196,26.086704,11.560303
2020-01-06T06:00:00,0.0,58.05018,43.851463,14.282181
2020-01-06T07:00:00,0.0,57.343163,70.06001,54.74016
2020-01-06T08:00:00,0.0,56.92053,71.8533,109.99393
2020-01-06T09:00:00,0.0,54.477077,104.697784,124.13479
2020-01-06T10:00:00,0.0,56.669037,112.055405,149.48637
2020-01-06T11:00:00,0.5717304,74.42397,319.78244,159.91399
2020-01-06T12:00:00,10.829525,109.3072,465.30887,128.77954
2020-01-06T13:00:00,66.91207,130.31058,507.40244,151.51385
2020-01-06T14:00:00,19.941578,139.64517,449.4505,204.36427
2020-01-06T15:00:00,70.80619,259.75867,492.8097,214.7831
2020-01-06T16:00:00,37.32372,154.43427,450.14877,336.50253
